,ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality,Mortality_bin
85,69,China,Shenzhen,1,Positive only,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86,69,China,Shenzhen,1,Positive only,63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,70,China,Wuhan,101,Positive only,70,0.59,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.22,0.24,0.14,0.07,0.18,0.13,0.11,0.0,0.81,0.0,0.55,0.58,0.05,0.0,0.06,0.36,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
88,70,China,Wuhan,48,Positive only,70,0.58,0.0,0.0,1.0,0.0,0.0,0.0,0.54,0.19,0.19,0.08,0.06,0.19,0.08,0.04,0.0,0.79,0.0,0.48,0.58,0.02,0.0,0.02,0.4,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
89,70,China,Wuhan,53,Positive only,70,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.25,0.28,0.19,0.08,0.17,0.17,0.17,0.0,0.83,0.0,0.62,0.58,0.09,0.0,0.09,0.32,0.0,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
90,71,China,Wuhan,55,Positive only,71,0.67,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.26,0.0,0.22,0.07,0.06,0.22,0.09,0.0,0.96,0.0,0.62,0.96,0.04,0.0,0.93,0.93,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
91,73,China,Wuhan,36,Positive only,69,0.69,0.0,0.0,1.0,0.0,0.0,0.11,0.58,0.19,0.14,0.11,0.03,0.0,0.22,0.08,0.0,0.94,0.0,0.78,0.58,0.0,0.22,0.03,0.47,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
92,74,Chile,Chile,922,Positive only,37,0.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.52,0.57,0.52,0.0,0.04,0.0,0.0,0.0,0.47,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0
93,75,USA,Nationwide,12,Positive only,18,0.67,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.08,0.17,0.08,0.0,0.08,0.0,0.0,0.33,0.58,0.0,0.67,0.08,0.25,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0
94,75,USA,Nationwide,7,Positive only,18,0.71,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.29,0.85,0.0,0.86,0.14,0.14,0.0,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,77,China,Wuhan,109,Positive only,55,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.34,0.11,0.0,0.04,0.0,0.0,0.06,0.09,0.0,0.83,0.0,0.62,0.0,0.0,0.0,0.0,0.57,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1
96,77,China,Wuhan,56,Positive only,48,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.86,0.0,0.64,0.0,0.0,0.0,0.0,0.46,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0
97,77,China,Wuhan,53,Positive only,61,0.53,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.21,0.0,0.04,0.0,0.0,0.11,0.15,0.0,0.79,0.0,0.59,0.0,0.0,0.0,0.0,0.68,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1
98,78,China,Nanjing,24,Positive only,36,0.33,0.0,0.0,1.0,0.0,0.0,0.04,0.08,0.08,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,78,China,Nanjing,5,Positive only,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100,78,China,Nanjing,19,Positive only,35,0.42,0.0,0.0,1.0,0.0,0.0,0.05,0.11,0.11,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101,80,China,Chongqing,51,Positive only,43,0.63,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.75,0.22,0.1,0.31,0.12,0.43,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
102,80,China,Chongqing,44,Positive only,42,0.64,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.73,0.11,0.11,0.32,0.11,0.36,0.0,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103,80,China,Chongqing,7,Positive only,52,0.57,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.86,0.86,0.0,0.29,0.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1
104,81,China,Wuhan,110,Positive only,15,0.44,0.0,0.0,1.0,0.0,0.0,0.24,0.21,0.14,0.06,0.05,0.0,0.0,0.06,0.0,0.0,0.82,0.0,0.62,0.33,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105,81,China,Wuhan,38,Positive only,23,0.63,0.0,0.0,1.0,0.0,0.0,0.24,0.39,0.21,0.08,0.11,0.0,0.0,0.08,0.0,0.0,0.87,0.0,0.55,0.39,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,81,China,Wuhan,72,Positive only,12,0.33,0.0,0.0,1.0,0.0,0.0,0.24,0.11,0.1,0.06,0.03,0.0,0.0,0.06,0.0,0.0,0.79,0.0,0.65,0.29,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,82,China,Chongqing,46,Positive only,9,0.52,0.0,0.0,1.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.1,0.0,0.0,0.07,0.0,0.09,0.0,0
108,82,China,Chongqing,14,Positive only,6,0.5,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.92,0.0,0.17,0.5,0.08,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.14,0.0,0
109,82,China,Chongqing,32,Positive only,10,0.53,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.77,0.07,0.2,0.33,0.07,0.2,0.03,0.0,0.03,0.13,0.0,0.0,0.07,0.0,0.06,0.0,0
110,83,China,0.0,64,Positive only,36,0.36,0.0,0.0,1.0,0.0,0.0,0.02,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.67,0.0,0.47,0.16,0.13,0.13,0.22,0.34,0.0,0.05,0.0,0.06,0.25,0.05,0.03,0.0,0.0,0.0,0
111,83,China,0.0,37,Positive only,38,0.46,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.68,0.0,0.46,0.19,0.08,0.14,0.22,0.38,0.0,0.03,0.0,0.05,0.32,0.03,0.05,0.0,0.0,0.0,0
112,83,China,0.0,25,Positive only,31,0.24,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.52,0.12,0.2,0.12,0.2,0.24,0.0,0.08,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.0,0
113,85,China,Wuhan,104,Positive only,43,0.47,0.0,0.0,1.0,0.0,0.0,0.04,0.14,0.12,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.76,0.14,0.0,0.38,0.19,0.32,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0
114,85,China,Wuhan,48,Positive only,40,0.46,0.0,0.0,1.0,0.0,0.0,0.02,0.13,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.19,0.0,0.29,0.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
115,85,China,Wuhan,56,Positive only,44,0.48,0.0,0.0,1.0,0.0,0.0,0.05,0.16,0.09,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.77,0.11,0.0,0.45,0.13,0.3,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0
116,86,Scotland,0.0,1,Positive only,51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
117,87,UK,England,2,Positive only,37,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
118,87,UK,England,1,Positive only,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
119,87,UK,England,1,Positive only,23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
120,91,China,Zhejiang,651,Positive only,45,0.51,0.0,0.0,1.0,0.0,0.0,0.06,0.15,0.07,0.01,0.0,0.01,0.04,0.0,0.01,0.01,0.84,0.0,0.67,0.04,0.0,0.35,0.0,0.18,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
121,91,China,Zhejiang,74,Positive only,46,0.5,0.0,0.0,1.0,0.0,0.0,0.04,0.16,0.09,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.85,0.0,0.72,0.11,0.0,0.39,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
122,91,China,Zhejiang,577,Positive only,45,0.51,0.0,0.0,1.0,0.0,0.0,0.07,0.15,0.07,0.01,0.0,0.01,0.03,0.0,0.01,0.01,0.84,0.0,0.66,0.03,0.0,0.34,0.0,0.17,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
123,92,China,Hunan,10,Positive only,50,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,0.6,0.3,0.4,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0
124,93,China,Shenzhen,5,Positive only,59,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125,93,China,Shenzhen,1,Positive only,75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
126,93,China,Shenzhen,1,Positive only,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
127,93,China,Shenzhen,1,Positive only,55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
128,93,China,Shenzhen,1,Positive only,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
129,93,China,Shenzhen,1,Positive only,65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
130,94,Netherlands,Nationwide,86,Positive only,16,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.76,0.38,0.57,0.0,0.64,0.0,0.0,0.19,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.0,0
131,94,Netherlands,Nationwide,32,Positive only,16,0.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.66,0.19,0.56,0.0,0.66,0.0,0.0,0.16,0.03,0.03,0.34,0.0,0.0,0.0,0.0,0.0,0
132,94,Netherlands,Nationwide,54,Positive only,16,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.82,0.43,0.57,0.0,0.82,0.0,0.0,0.2,0.26,0.26,0.5,0.0,0.0,0.0,0.0,0.0,0
133,98,China,Sichuan,81,Positive only,51,0.63,0.0,0.0,1.0,0.0,0.0,0.04,0.19,0.22,0.06,0.14,0.0,0.0,0.06,0.04,0.42,0.48,0.0,0.49,0.31,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0
134,98,China,Sichuan,53,Positive only,50,0.64,0.0,0.0,1.0,0.0,0.0,0.02,0.17,0.15,0.04,0.09,0.0,0.0,0.04,0.02,0.34,0.47,0.0,0.55,0.32,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,98,China,Sichuan,10,Positive only,73,0.4,0.0,0.0,1.0,0.0,0.0,0.1,0.4,0.3,0.3,0.3,0.0,0.0,0.3,0.2,0.9,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
136,98,China,Sichuan,18,Positive only,48,0.72,0.0,0.0,1.0,0.0,0.0,0.06,0.11,0.39,0.0,0.17,0.0,0.0,0.0,0.0,0.39,0.5,0.0,0.61,0.28,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
137,99,China,Shenzhen,391,Positive only,16,0.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.39,0.03,0.16,0.0,0.19,0.14,0.0,0.01,0.01,0.0,0.07,0.06,0.03,0.0,0.06,0.01,0
138,101,France,Marseille,80,Positive only,53,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.08,0.1,0.06,0.0,0.0,0.0,0.08,0.15,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.01,0
139,102,China,Wuhan,236,Positive only,52,0.47,0.0,0.0,1.0,0.0,0.0,0.0,0.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.53,0.0,0.57,0.06,0.0,0.1,0.02,0.28,0.0,0.16,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0
140,102,China,Wuhan,116,Positive only,50,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.55,0.0,0.6,0.08,0.0,0.11,0.02,0.34,0.0,0.19,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0
141,102,China,Wuhan,120,Positive only,53,0.43,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.51,0.0,0.53,0.03,0.0,0.09,0.03,0.23,0.0,0.13,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0
142,104,China,Wuhan,52,Positive only,20,0.67,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.17,0.1,0.08,0.04,0.29,0.14,0.29,0.67,0.98,0.0,0.77,0.64,0.06,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.02,0.0,0.0,0.62,1
143,104,China,Wuhan,20,Positive only,17,0.7,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.05,0.3,0.0,0.15,0.45,1.0,0.0,0.75,0.6,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0
144,104,China,Wuhan,32,Positive only,22,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22,0.09,0.06,0.03,0.28,0.22,0.38,0.81,0.97,0.0,0.78,0.66,0.06,0.0,0.13,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.0,0.0,0.0,1.0,1
145,106,China,Wuhan,155,Positive only,54,0.56,0.0,0.0,1.0,0.0,0.0,0.04,0.24,0.1,0.1,0.03,0.05,0.05,0.05,0.04,0.0,0.81,0.0,0.63,0.32,0.1,0.0,0.61,0.73,0.0,0.05,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.14,1
146,107,China,Wuhan,83,Positive only,70,0.71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.22,0.08,0.0,0.0,0.04,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.48,1
147,108,China,Wuhan,2,Positive only,60,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
148,108,China,Wuhan,1,Positive only,45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,108,China,Wuhan,1,Positive only,75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150,110,China,Wuhan,323,Positive only,58,0.51,0.0,0.0,1.0,0.0,0.0,0.12,0.33,0.15,0.13,0.02,0.02,0.02,0.13,0.02,0.09,0.84,0.0,0.51,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.11,0
151,112,China,Wuhan,416,Positive only,60,0.49,0.0,0.0,1.0,0.0,0.0,0.0,0.31,0.14,0.11,0.03,0.02,0.01,0.05,0.03,0.05,0.8,0.0,0.35,0.28,0.02,0.06,0.05,0.13,0.0,0.04,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.14,1
152,112,China,Wuhan,82,Positive only,68,0.54,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.24,0.29,0.07,0.09,0.02,0.16,0.06,0.16,0.77,0.0,0.34,0.32,0.02,0.04,0.06,0.18,0.0,0.01,0.0,0.0,0.05,0.0,0.13,0.0,0.0,0.51,1
153,112,China,Wuhan,334,Positive only,57,0.48,0.0,0.0,1.0,0.0,0.0,0.0,0.23,0.02,0.06,0.02,0.01,0.01,0.03,0.03,0.03,0.81,0.0,0.35,0.27,0.02,0.06,0.04,0.12,0.0,0.05,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.05,0
154,114,China,Guangzhou,10,Positive only,8,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
155,114,China,Guangzhou,1,Positive only,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,114,China,Guangzhou,1,Positive only,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
157,114,China,Guangzhou,1,Positive only,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
158,114,China,Guangzhou,1,Positive only,14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,114,China,Guangzhou,1,Positive only,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,114,China,Guangzhou,1,Positive only,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
161,114,China,Guangzhou,1,Positive only,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162,114,China,Guangzhou,1,Positive only,14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
163,114,China,Guangzhou,1,Positive only,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
164,114,China,Guangzhou,1,Positive only,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,115,China,Hainan,18,Positive only,68,0.67,0.0,0.0,1.0,0.0,0.0,0.44,0.28,0.17,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.78,0.0,0.33,0.11,0.0,0.33,0.0,0.11,0.0,0.0,0.17,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0
166,115,China,Hainan,38,Positive only,45,0.5,0.0,0.0,1.0,0.0,0.0,0.37,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.79,0.0,0.39,0.05,0.0,0.39,0.0,0.08,0.0,0.0,0.18,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0
167,117,China,Yichang,197,Positive only,56,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09,0.24,0.0,0.02,0.0,0.05,0.02,0.0,0.78,0.0,0.45,0.05,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.14,1
168,118,China,Wuhan,80,Positive only,18,0.43,0.0,0.0,1.0,0.0,0.0,0.1,0.18,0.14,0.08,0.0,0.09,0.01,0.0,0.0,0.0,0.58,0.0,0.66,0.0,0.0,0.19,0.15,0.45,0.0,0.19,0.09,0.0,0.1,0.16,0.0,0.0,0.0,0.0,0
169,118,China,Wuhan,11,Positive only,10,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.18,0.0,0.82,0.0,0.0,0.09,0.0,0.09,0.0,0.36,0.18,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0
